 [File Information]      		 [Data Line]	36
Measured Date	2016/09/08 11:06:36
ID	03001	Version	5.01
Name	ChiK13	[HeaderType]	5.01/2.01
Comment	
[Measurement Info.]
Holder Location	      19
Block Design	Off     
Pre.Rest Time	      60
Task Time	     120
Pos.Rest Time	      30
Loop	       1
Averaging	       1
Total Points	   10913
[.INF File]
Filename	thuong0402.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
   0.00,  0.00,  0.00,  0.00,536.00,458.00,653.00,  0.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Voltage 
Time Range	    0.00	  600.16	Averaing	1
(8,6)(3,6)(8,7)(5,6)(3,5)(5,7)(5,5)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7
Time(sec)	Task	Mark	Count	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm
   267.080	1	0	    0	    0.784466	    0.708476	    0.727092	    1.874571	    1.342336	    1.811093	    1.960021	    1.404898	    1.555352	    0.286412	    0.210727	    0.204929	    1.717708	    1.378653	    1.452201	    1.886473	    1.265736	    1.180591	    1.783017	    1.276417	    1.226368
   267.135	1	0	    0	    0.787518	    0.711528	    0.722210	    1.871214	    1.344778	    1.815976	    1.971008	    1.407034	    1.549859	    0.288853	    0.211032	    0.207370	    1.716182	    1.385061	    1.453727	    1.890135	    1.259022	    1.201343	    1.790341	    1.268788	    1.231556
   267.190	1	0	    0	    0.786603	    0.710918	    0.725872	    1.873655	    1.342336	    1.811398	    1.974060	    1.427176	    1.554742	    0.288853	    0.211032	    0.206455	    1.710994	    1.383536	    1.455558	    1.885557	    1.266651	    1.195239	    1.789425	    1.274281	    1.232776
   267.245	1	0	    0	    0.787823	    0.710918	    0.728618	    1.870909	    1.342641	    1.815061	    1.966430	    1.404288	    1.550469	    0.290074	    0.213474	    0.207065	    1.718013	    1.381399	    1.456168	    1.895933	    1.271534	    1.198291	    1.790951	    1.280995	    1.230945
   267.300	1	0	    0	    0.789654	    0.712749	    0.730755	    1.875181	    1.349050	    1.817502	    1.962768	    1.407950	    1.558709	    0.290684	    0.212253	    0.207675	    1.726864	    1.389639	    1.461051	    1.913024	    1.270008	    1.196460	    1.801633	    1.287098	    1.237964
   267.355	1	0	    0	    0.791485	    0.714275	    0.732891	    1.878233	    1.352102	    1.821469	    1.996338	    1.407950	    1.572137	    0.289769	    0.211337	    0.207675	    1.729915	    1.390860	    1.462577	    1.908446	    1.268788	    1.204089	    1.800107	    1.284047	    1.244068
   267.410	1	0	    0	    0.793622	    0.719158	    0.732891	    1.877623	    1.349355	    1.831540	    1.996948	    1.435721	    1.570916	    0.292515	    0.211643	    0.208286	    1.734188	    1.395132	    1.474174	    1.907530	    1.282826	    1.209888	    1.805295	    1.293202	    1.246509
   267.465	1	0	    0	    0.790265	    0.722515	    0.736553	    1.889525	    1.349966	    1.838560	    2.002747	    1.440604	    1.587396	    0.291600	    0.213169	    0.207675	    1.739376	    1.398795	    1.472343	    1.944152	    1.281605	    1.215686	    1.821469	    1.299611	    1.251698
   267.520	1	0	    0	    0.790265	    0.715496	    0.729534	    1.892576	    1.355764	    1.833982	    1.996338	    1.425650	    1.578241	    0.290684	    0.212863	    0.207675	    1.742428	    1.400626	    1.472953	    1.916075	    1.295033	    1.206226	    1.813535	    1.295033	    1.247425
   267.575	1	0	    0	    0.782940	    0.708476	    0.723125	    1.878233	    1.340505	    1.815976	    1.977111	    1.417411	    1.562982	    0.283970	    0.209201	    0.204929	    1.727474	    1.379263	    1.453422	    1.879759	    1.242237	    1.198901	    1.781186	    1.272755	    1.235218
   267.630	1	0	    0	    0.782025	    0.707561	    0.723735	    1.867552	    1.340200	    1.807736	    1.966430	    1.405203	    1.542840	    0.285496	    0.209506	    0.203098	    1.703975	    1.369802	    1.447013	    1.875181	    1.246204	    1.178759	    1.779660	    1.264820	    1.224842
   267.685	1	0	    0	    0.781109	    0.710307	    0.725566	    1.866636	    1.341115	    1.814145	    1.963684	    1.397269	    1.554742	    0.285191	    0.207980	    0.203708	    1.701839	    1.373159	    1.444877	    1.884031	    1.242847	    1.184253	    1.783017	    1.274891	    1.219654
   267.740	1	0	    0	    0.783551	    0.707866	    0.723430	    1.872435	    1.344167	    1.812924	    1.967346	    1.396963	    1.543145	    0.284581	    0.208591	    0.203403	    1.710384	    1.373159	    1.442435	    1.877928	    1.252308	    1.183337	    1.780575	    1.275502	    1.229114
   267.795	1	0	    0	    0.783856	    0.706645	    0.720684	    1.865721	    1.340200	    1.814450	    1.960632	    1.394217	    1.556268	    0.285496	    0.210117	    0.204929	    1.708858	    1.370108	    1.447318	    1.873045	    1.262684	    1.191577	    1.778744	    1.271534	    1.233082
   267.850	1	0	    0	    0.782940	    0.710918	    0.722515	    1.870298	    1.340505	    1.817807	    1.971923	    1.425040	    1.551690	    0.287633	    0.209812	    0.204623	    1.710994	    1.369802	    1.456168	    1.889830	    1.252918	    1.188830	    1.793698	    1.274586	    1.230640
   267.905	1	0	    0	    0.783246	    0.714885	    0.727398	    1.878843	    1.343252	    1.816281	    1.976196	    1.424125	    1.565118	    0.288243	    0.209812	    0.205539	    1.718013	    1.380484	    1.450675	    1.911803	    1.257496	    1.197375	    1.804074	    1.285573	    1.244373
   267.960	1	0	    0	    0.784466	    0.712444	    0.729229	    1.886168	    1.353628	    1.818112	    1.994202	    1.444266	    1.583734	    0.287633	    0.211032	    0.205844	    1.726253	    1.392691	    1.459525	    1.912413	    1.270619	    1.202869	    1.807736	    1.287709	    1.250782
   268.015	1	0	    0	    0.790875	    0.713970	    0.729229	    1.876402	    1.349660	    1.826047	    2.013123	    1.436942	    1.578851	    0.287022	    0.210727	    0.207370	    1.728084	    1.391470	    1.457084	    1.892882	    1.284047	    1.215381	    1.808347	    1.297475	    1.254749
   268.070	1	0	    0	    0.792401	    0.716716	    0.732280	    1.882506	    1.355154	    1.836118	    2.019532	    1.437858	    1.601740	    0.288548	    0.210727	    0.206760	    1.733577	    1.400626	    1.476921	    1.926146	    1.281910	    1.215991	    1.824216	    1.302968	    1.266041
   268.125	1	0	    0	    0.792096	    0.718242	    0.731365	    1.884031	    1.358206	    1.831540	    2.015564	    1.436027	    1.581903	    0.287938	    0.211032	    0.206760	    1.731441	    1.402457	    1.471733	    1.921569	    1.289845	    1.225452	    1.830014	    1.304494	    1.261769
   268.180	1	0	    0	    0.781415	    0.707561	    0.720684	    1.884642	    1.352407	    1.818723	    1.975280	    1.414054	    1.559319	    0.284276	    0.208896	    0.204013	    1.725338	    1.391775	    1.454337	    1.876707	    1.264515	    1.189746	    1.794308	    1.283742	    1.242847
   268.235	1	0	    0	    0.776837	    0.702068	    0.719768	    1.867857	    1.338064	    1.808957	    1.960632	    1.407645	    1.543755	    0.280613	    0.205844	    0.202182	    1.703975	    1.372854	    1.440909	    1.865721	    1.244984	    1.186999	    1.779660	    1.273365	    1.229419
   268.290	1	0	    0	    0.775006	    0.705425	    0.718547	    1.860533	    1.333791	    1.810788	    1.945983	    1.394217	    1.535210	    0.281224	    0.205234	    0.200656	    1.701839	    1.367666	    1.439994	    1.855344	    1.242542	    1.180896	    1.779965	    1.270924	    1.229419
   268.345	1	0	    0	    0.778363	    0.704509	    0.719463	    1.864500	    1.335012	    1.798581	    1.949340	    1.398489	    1.536736	    0.280919	    0.206149	    0.200656	    1.702449	    1.366140	    1.431754	    1.860227	    1.245899	    1.172656	    1.779355	    1.269398	    1.226673
   268.400	1	0	    0	    0.778668	    0.703593	    0.720989	    1.870909	    1.337758	    1.804990	    1.965820	    1.394522	    1.534295	    0.280919	    0.205539	    0.200961	    1.707027	    1.372549	    1.442130	    1.849546	    1.247730	    1.177234	    1.776303	    1.263294	    1.230030
   268.455	1	0	    0	    0.781415	    0.705119	    0.720378	    1.862669	    1.341115	    1.806516	    1.947509	    1.395438	    1.549248	    0.280308	    0.205539	    0.201572	    1.708858	    1.373770	    1.445182	    1.861448	    1.241321	    1.174182	    1.781491	    1.264210	    1.223926
   268.510	1	0	    0	    0.784466	    0.706950	    0.722820	    1.861143	    1.335317	    1.815061	    1.963378	    1.408560	    1.549859	    0.281834	    0.206760	    0.201572	    1.703670	    1.369192	    1.447929	    1.861143	    1.244984	    1.174182	    1.785153	    1.271839	    1.227893
   268.565	1	0	    0	    0.783551	    0.713054	    0.724346	    1.874876	    1.335927	    1.817807	    1.974670	    1.407340	    1.556878	    0.283055	    0.207370	    0.202487	    1.707942	    1.374685	    1.447623	    1.890135	    1.248341	    1.181201	    1.791867	    1.274281	    1.238270
   268.620	1	0	    0	    0.782940	    0.710918	    0.724346	    1.880064	    1.347524	    1.822995	    1.992370	    1.413443	    1.566949	    0.283055	    0.208591	    0.204318	    1.719844	    1.387808	    1.453117	    1.889830	    1.252918	    1.190051	    1.798886	    1.290761	    1.241016
   268.675	1	0	    0	    0.786908	    0.712444	    0.729229	    1.880369	    1.349050	    1.825132	    1.975891	    1.410697	    1.579461	    0.284581	    0.208896	    0.203708	    1.721981	    1.383841	    1.462577	    1.883726	    1.260548	    1.199512	    1.808347	    1.291371	    1.245594
   268.730	1	0	    0	    0.791180	    0.717021	    0.729534	    1.877317	    1.352712	    1.830930	    1.990234	    1.434806	    1.578241	    0.285801	    0.208896	    0.203708	    1.722591	    1.390249	    1.466850	    1.887388	    1.258106	    1.198291	    1.814145	    1.294728	    1.255360
   268.785	1	0	    0	    0.785992	    0.710918	    0.726177	    1.884642	    1.355154	    1.836118	    1.990845	    1.423209	    1.567864	    0.285496	    0.208896	    0.203403	    1.726864	    1.394827	    1.465934	    1.901732	    1.264210	    1.188525	    1.812619	    1.295033	    1.244373
   268.840	1	0	    0	    0.777752	    0.702983	    0.717021	    1.874571	    1.344778	    1.811398	    1.947509	    1.409781	    1.552300	    0.281834	    0.205234	    0.199741	    1.712215	    1.376516	    1.438163	    1.853208	    1.240711	    1.170214	    1.785458	    1.270008	    1.224231
   268.895	1	0	    0	    0.776532	    0.700542	    0.715190	    1.856260	    1.332265	    1.804990	    1.953307	    1.387198	    1.522087	    0.276951	    0.204013	    0.199741	    1.691157	    1.357595	    1.431449	    1.836118	    1.230335	    1.172045	    1.774777	    1.268482	    1.223621
   268.950	1	0	    0	    0.772564	    0.700847	    0.714275	    1.851377	    1.325856	    1.801938	    1.943847	    1.371328	    1.530022	    0.277562	    0.203098	    0.198825	    1.686885	    1.351797	    1.434501	    1.829709	    1.236439	    1.169604	    1.764706	    1.257191	    1.214466
   269.005	1	0	    0	    0.771649	    0.701762	    0.717632	    1.859007	    1.328908	    1.801938	    1.934691	    1.398795	    1.524529	    0.278477	    0.204318	    0.198520	    1.690852	    1.361257	    1.427481	    1.839170	    1.239490	    1.154650	    1.773861	    1.263600	    1.220569
   269.060	1	0	    0	    0.772564	    0.701457	    0.716411	    1.865721	    1.332570	    1.795834	    1.940185	    1.387808	    1.536431	    0.279698	    0.204013	    0.200351	    1.702754	    1.367666	    1.427481	    1.851377	    1.234913	    1.155566	    1.768673	    1.259632	    1.215991
   269.115	1	0	    0	    0.779278	    0.701762	    0.718853	    1.857786	    1.337148	    1.806821	    1.957275	    1.395438	    1.527276	    0.279698	    0.204929	    0.200351	    1.699092	    1.363394	    1.434806	    1.845884	    1.234302	    1.176928	    1.773251	    1.259937	    1.220569
   269.170	1	0	    0	    0.780804	    0.705119	    0.717937	    1.859922	    1.338979	    1.811398	    1.957580	    1.399405	    1.540398	    0.280919	    0.205844	    0.201877	    1.700313	    1.373770	    1.445487	    1.844053	    1.236744	    1.175402	    1.775692	    1.264820	    1.230640
   269.225	1	0	    0	    0.780194	    0.706950	    0.723125	    1.865721	    1.342641	    1.811704	    1.968566	    1.418936	    1.550469	    0.281224	    0.206455	    0.201266	    1.702144	    1.372549	    1.450980	    1.865110	    1.240711	    1.181201	    1.780575	    1.272450	    1.229114
   269.280	1	0	    0	    0.783246	    0.710307	    0.724346	    1.876707	    1.342947	    1.815671	    1.979248	    1.408865	    1.573968	    0.282139	    0.206760	    0.201572	    1.716793	    1.372244	    1.446098	    1.875181	    1.255665	    1.182727	    1.787289	    1.274281	    1.239490
   269.335	1	0	    0	    0.784771	    0.707256	    0.724956	    1.883421	    1.347524	    1.821775	    1.973449	    1.406119	    1.557488	    0.281529	    0.206760	    0.202792	    1.720760	    1.382315	    1.452201	    1.863279	    1.259022	    1.184863	    1.791562	    1.286488	    1.244984
   269.390	1	0	    0	    0.786603	    0.714275	    0.728313	    1.880369	    1.354849	    1.834287	    1.990234	    1.426871	    1.566644	    0.282444	    0.207370	    0.203098	    1.717098	    1.386587	    1.460136	    1.873350	    1.258717	    1.196765	    1.804379	    1.288930	    1.246815
   269.445	1	0	    0	    0.790265	    0.715801	    0.731975	    1.886473	    1.354238	    1.830014	    1.986572	    1.430838	    1.580072	    0.283665	    0.207065	    0.203708	    1.726864	    1.389029	    1.459831	    1.896544	    1.266346	    1.198901	    1.810788	    1.295338	    1.256580
   269.500	1	0	    0	    0.781109	    0.706950	    0.721294	    1.881590	    1.353017	    1.826963	    1.965515	    1.418936	    1.568475	    0.281224	    0.206149	    0.201266	    1.720760	    1.383841	    1.454032	    1.872740	    1.251698	    1.174487	    1.794003	    1.286488	    1.235828
   269.555	1	0	    0	    0.771954	    0.700542	    0.717021	    1.863279	    1.342031	    1.806516	    1.957580	    1.392691	    1.536431	    0.277562	    0.204013	    0.198215	    1.694820	    1.362478	    1.429313	    1.838254	    1.230030	    1.165026	    1.776303	    1.266346	    1.218738
   269.610	1	0	    0	    0.774701	    0.697185	    0.715190	    1.860227	    1.335317	    1.799191	    1.953307	    1.389334	    1.531853	    0.276646	    0.202182	    0.197604	    1.682307	    1.357290	    1.422599	    1.812314	    1.217517	    1.161669	    1.761959	    1.259632	    1.213245
   269.665	1	0	    0	    0.775311	    0.701457	    0.710918	    1.858396	    1.327993	    1.796139	    1.943847	    1.392081	    1.524529	    0.275120	    0.201266	    0.196384	    1.686275	    1.351186	    1.423209	    1.815061	    1.220569	    1.154650	    1.768063	    1.256580	    1.209583
   269.720	1	0	    0	    0.775006	    0.698100	    0.716716	    1.859312	    1.331044	    1.799191	    1.937133	    1.393301	    1.523003	    0.277867	    0.204318	    0.197604	    1.686580	    1.356374	    1.429923	    1.833982	    1.229725	    1.154650	    1.769894	    1.266041	    1.217212
   269.775	1	0	    0	    0.776837	    0.698405	    0.717327	    1.862974	    1.335317	    1.797055	    1.959716	    1.388113	    1.545586	    0.277867	    0.203708	    0.199130	    1.695735	    1.359731	    1.427176	    1.830930	    1.218128	    1.169604	    1.777218	    1.267567	    1.223621
   269.830	1	0	    0	    0.775616	    0.703593	    0.713970	    1.860227	    1.336233	    1.803159	    1.947204	    1.404593	    1.543450	    0.278172	    0.204013	    0.199435	    1.698177	    1.365225	    1.427787	    1.841001	    1.230335	    1.177234	    1.776913	    1.267567	    1.232471
   269.885	1	0	    0	    0.778363	    0.705730	    0.719158	    1.860838	    1.340505	    1.808957	    1.960327	    1.402762	    1.548943	    0.280003	    0.204013	    0.199741	    1.700923	    1.368887	    1.441215	    1.866026	    1.244373	    1.174182	    1.784543	    1.274281	    1.233997
   269.940	1	0	    0	    0.782940	    0.707561	    0.727398	    1.871519	    1.342947	    1.816892	    1.981079	    1.414664	    1.559319	    0.279088	    0.204623	    0.200961	    1.709468	    1.379263	    1.450370	    1.860838	    1.243763	    1.174182	    1.797055	    1.280995	    1.235218
   269.995	1	0	    0	    0.783856	    0.707866	    0.724956	    1.880674	    1.347829	    1.823301	    1.983520	    1.418021	    1.569390	    0.280003	    0.205539	    0.201266	    1.718624	    1.378958	    1.456474	    1.862058	    1.247120	    1.182727	    1.793698	    1.286488	    1.242237
   270.050	1	0	    0	    0.787213	    0.711528	    0.728008	    1.880369	    1.349050	    1.826352	    1.982605	    1.419547	    1.574884	    0.279698	    0.207675	    0.201877	    1.722286	    1.382925	    1.454337	    1.876707	    1.248646	    1.187915	    1.810178	    1.297169	    1.253223
   270.105	1	0	    0	    0.790875	    0.717021	    0.729534	    1.878538	    1.353933	    1.833982	    1.995727	    1.443656	    1.581903	    0.282444	    0.206149	    0.202487	    1.716793	    1.386893	    1.459831	    1.900816	    1.260548	    1.184253	    1.812924	    1.300526	    1.258412
   270.160	1	0	    0	    0.789654	    0.715801	    0.732891	    1.891051	    1.360037	    1.836728	    1.998169	    1.432364	    1.589532	    0.281834	    0.208286	    0.203403	    1.730831	    1.392691	    1.465324	    1.891356	    1.261769	    1.186694	    1.821775	    1.303883	    1.263905
   270.215	1	0	    0	    0.780804	    0.705425	    0.719768	    1.885863	    1.356069	    1.823911	    1.961547	    1.419242	    1.555962	    0.278782	    0.204929	    0.201572	    1.722286	    1.381399	    1.449149	    1.853208	    1.232776	    1.162890	    1.803159	    1.284047	    1.243153
   270.270	1	0	    0	    0.775921	    0.701457	    0.712749	    1.861143	    1.339590	    1.812924	    1.957885	    1.406729	    1.548028	    0.277867	    0.203098	    0.198520	    1.691157	    1.365835	    1.428397	    1.837644	    1.234607	    1.169909	    1.786679	    1.275502	    1.235828
