 [File Information]      		 [Data Line]	36
Measured Date	2016/09/08 11:06:36
ID	03001	Version	5.01
Name	ChiK13	[HeaderType]	5.01/2.01
Comment	
[Measurement Info.]
Holder Location	      19
Block Design	Off     
Pre.Rest Time	      60
Task Time	     120
Pos.Rest Time	      30
Loop	       1
Averaging	       1
Total Points	   10913
[.INF File]
Filename	thuong0402.INF
[Condition-1]
HV Switching	OFF
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
   0.00,  0.00,  0.00,  0.00,536.00,458.00,653.00,  0.00
 Gain(X1,X4,X16,X64)
 R1 ,R2 ,R3 ,R4 ,R5 ,R6 ,R7 ,R8 
 1,1,1,1,1,1,1,1
[Analysis Condition]
Smoothed Type	None            
Smoothed Points	       0
Smoothed Loop	       0
Baseline Method	None            
Baseline location	
[Text Info.]
Output Mode	Continious      	Task No.		Data Type	Voltage 
Time Range	    0.00	  600.16	Averaing	1
(8,6)(3,6)(8,7)(5,6)(3,5)(5,7)(5,5)
         	     	     	     	    ch- 1	    ch- 1	    ch- 1	    ch- 2	    ch- 2	    ch- 2	    ch- 3	    ch- 3	    ch- 3	    ch- 4	    ch- 4	    ch- 4	    ch- 5	    ch- 5	    ch- 5	    ch- 6	    ch- 6	    ch- 6	    ch- 7	    ch- 7	    ch- 7
Time(sec)	Task	Mark	Count	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm	Volt780nm	Volt805nm	Volt830nm
   574.365	2	0	    0	    0.849165	    0.780499	    0.800336	    1.977417	    1.430533	    1.953613	    2.119020	    1.562982	    1.739986	    0.328222	    0.246738	    0.243992	    1.808042	    1.482719	    1.581903	    2.151980	    1.505608	    1.431754	    2.119020	    1.546197	    1.506218
   574.420	2	0	    0	    0.854963	    0.781109	    0.800031	    1.976806	    1.432364	    1.959716	    2.137026	    1.567559	    1.734493	    0.329442	    0.247654	    0.242771	    1.814145	    1.484855	    1.583124	    2.161746	    1.490349	    1.447623	    2.120851	    1.547112	    1.514153
   574.475	2	0	    0	    0.858015	    0.786297	    0.806439	    1.980774	    1.436637	    1.954528	    2.141909	    1.579461	    1.756161	    0.329442	    0.247349	    0.242466	    1.821469	    1.493095	    1.581903	    2.162356	    1.512627	    1.426566	    2.123598	    1.542229	    1.511101
   574.530	2	0	    0	    0.857404	    0.784466	    0.806134	    1.988403	    1.443046	    1.965515	    2.144350	    1.575799	    1.774472	    0.330358	    0.247044	    0.244297	    1.817197	    1.495232	    1.588312	    2.178225	    1.495537	    1.436637	    2.130922	    1.550469	    1.514763
   574.585	2	0	    0	    0.857710	    0.785687	    0.811627	    1.989929	    1.449149	    1.966735	    2.145266	    1.578241	    1.778744	    0.330663	    0.248264	    0.245518	    1.822995	    1.505913	    1.595941	    2.168765	    1.509270	    1.449760	    2.132753	    1.550469	    1.525750
   574.640	2	0	    0	    0.861677	    0.790875	    0.810712	    1.989624	    1.454032	    1.975586	    2.162966	    1.595026	    1.773556	    0.330663	    0.248569	    0.245518	    1.830320	    1.511101	    1.602350	    2.202029	    1.506218	    1.458610	    2.141909	    1.562982	    1.523613
   574.695	2	0	    0	    0.855573	    0.783246	    0.799420	    1.996948	    1.445792	    1.974060	    2.150759	    1.572442	    1.752193	    0.329137	    0.248875	    0.243381	    1.830930	    1.502861	    1.602655	    2.179446	    1.506523	    1.435416	    2.124819	    1.547112	    1.516289
   574.750	2	0	    0	    0.848859	    0.775006	    0.795758	    1.978637	    1.433280	    1.949645	    2.123293	    1.550164	    1.730831	    0.327001	    0.245823	    0.241550	    1.816281	    1.484855	    1.575189	    2.139773	    1.500420	    1.417411	    2.102235	    1.532464	    1.495842
   574.805	2	0	    0	    0.844892	    0.775616	    0.794232	    1.969787	    1.430533	    1.938964	    2.101930	    1.553826	    1.719844	    0.326390	    0.245212	    0.242161	    1.801633	    1.474479	    1.558404	    2.124514	    1.471122	    1.413748	    2.093690	    1.524529	    1.489433
   574.860	2	0	    0	    0.847639	    0.773175	    0.793622	    1.961242	    1.426261	    1.937438	    2.112917	    1.547417	    1.726253	    0.326696	    0.246433	    0.240635	    1.794308	    1.472953	    1.555352	    2.134279	    1.480583	    1.413443	    2.098268	    1.523613	    1.489738
   574.915	2	0	    0	    0.848249	    0.776226	    0.793927	    1.960327	    1.424125	    1.943542	    2.090944	    1.560540	    1.736934	    0.327916	    0.245518	    0.240330	    1.799802	    1.475395	    1.568780	    2.143740	    1.475700	    1.407950	    2.099489	    1.517510	    1.484550
   574.970	2	0	    0	    0.851301	    0.776837	    0.797284	    1.971618	    1.430533	    1.941405	    2.115358	    1.541619	    1.724117	    0.328832	    0.247349	    0.240330	    1.805905	    1.477836	    1.568780	    2.144350	    1.488212	    1.403067	    2.099794	    1.523613	    1.486381
   575.025	2	0	    0	    0.851911	    0.778058	    0.795148	    1.974060	    1.424125	    1.937743	    2.115053	    1.545892	    1.725338	    0.328832	    0.246433	    0.241245	    1.811398	    1.474784	    1.562066	    2.133669	    1.479973	    1.403067	    2.097658	    1.531548	    1.491875
   575.080	2	0	    0	    0.856489	    0.778668	    0.797894	    1.973754	    1.426261	    1.948730	    2.131838	    1.556878	    1.739376	    0.328527	    0.246738	    0.243687	    1.814450	    1.485771	    1.573358	    2.156252	    1.482109	    1.414054	    2.105287	    1.533379	    1.492180
   575.135	2	0	    0	    0.855573	    0.779278	    0.799420	    1.975586	    1.438773	    1.954223	    2.122377	    1.559319	    1.741512	    0.329747	    0.245518	    0.241855	    1.819028	    1.489128	    1.583429	    2.146487	    1.477226	    1.414359	    2.109560	    1.532769	    1.491264
   575.190	2	0	    0	    0.855879	    0.784161	    0.804303	    1.980774	    1.436637	    1.951171	    2.131838	    1.570001	    1.743648	    0.329747	    0.247349	    0.242771	    1.822995	    1.496757	    1.585565	    2.156558	    1.481193	    1.411002	    2.113832	    1.538567	    1.501640
   575.245	2	0	    0	    0.856794	    0.785077	    0.805219	    1.980468	    1.441520	    1.954833	    2.141604	    1.565423	    1.756771	    0.330053	    0.248264	    0.243381	    1.825742	    1.499504	    1.590143	    2.164797	    1.504692	    1.414359	    2.126040	    1.544671	    1.508965
   575.300	2	0	    0	    0.858930	    0.784771	    0.805829	    1.985046	    1.445487	    1.965515	    2.133669	    1.581598	    1.748226	    0.329747	    0.248264	    0.245212	    1.821775	    1.498589	    1.598383	    2.156863	    1.498894	    1.432364	    2.119936	    1.548333	    1.514153
   575.355	2	0	    0	    0.860151	    0.785382	    0.805829	    1.993286	    1.450980	    1.976501	    2.156252	    1.564813	    1.765011	    0.330358	    0.246738	    0.243992	    1.834897	    1.508049	    1.604791	    2.182498	    1.497368	    1.432059	    2.128176	    1.548333	    1.512322
   575.410	2	0	    0	    0.853742	    0.777752	    0.794842	    1.982300	    1.436637	    1.962158	    2.122072	    1.551080	    1.729610	    0.327001	    0.244907	    0.240330	    1.829099	    1.489128	    1.579767	    2.147097	    1.464714	    1.419242	    2.108034	    1.525139	    1.492485
   575.465	2	0	    0	    0.848249	    0.775311	    0.792096	    1.973449	    1.425956	    1.939879	    2.103761	    1.550774	    1.724117	    0.328222	    0.245518	    0.240940	    1.808347	    1.472953	    1.566033	    2.136721	    1.472038	    1.405814	    2.091554	    1.520562	    1.486687
   575.520	2	0	    0	    0.844892	    0.771344	    0.791180	    1.967041	    1.429313	    1.937133	    2.094606	    1.542840	    1.708858	    0.327916	    0.244907	    0.240330	    1.810788	    1.479057	    1.562066	    2.126650	    1.461051	    1.404593	    2.087587	    1.517815	    1.486687
   575.575	2	0	    0	    0.847639	    0.775006	    0.790570	    1.967956	    1.427176	    1.935912	    2.112001	    1.549248	    1.723201	    0.327916	    0.244602	    0.239109	    1.810483	    1.474479	    1.562676	    2.124819	    1.455558	    1.400931	    2.088502	    1.516289	    1.485161
   575.630	2	0	    0	    0.849775	    0.776226	    0.792096	    1.970092	    1.427481	    1.939574	    2.109255	    1.534600	    1.712825	    0.330053	    0.245212	    0.240635	    1.813230	    1.478141	    1.568170	    2.152895	    1.472038	    1.392996	    2.103151	    1.521172	    1.486076
   575.685	2	0	    0	    0.852522	    0.779889	    0.798199	    1.968872	    1.427787	    1.940185	    2.100099	    1.561151	    1.733272	    0.329442	    0.245518	    0.240330	    1.807126	    1.478447	    1.568780	    2.151675	    1.475700	    1.396048	    2.105287	    1.523308	    1.483940
   575.740	2	0	    0	    0.851911	    0.776226	    0.799420	    1.975586	    1.428702	    1.934997	    2.116579	    1.544976	    1.721065	    0.328832	    0.246128	    0.241245	    1.819944	    1.487297	    1.573358	    2.137942	    1.468986	    1.402152	    2.095216	    1.530632	    1.488518
   575.795	2	0	    0	    0.854047	    0.781109	    0.799725	    1.976501	    1.432975	    1.953307	    2.123903	    1.553521	    1.726253	    0.329137	    0.247349	    0.243687	    1.819944	    1.490959	    1.580987	    2.156863	    1.487907	    1.417105	    2.113527	    1.537957	    1.498894
   575.850	2	0	    0	    0.855879	    0.782025	    0.801862	    1.981994	    1.433890	    1.954833	    2.130007	    1.575799	    1.743648	    0.330968	    0.246433	    0.243381	    1.827878	    1.488518	    1.580987	    2.156863	    1.479667	    1.417105	    2.122683	    1.538872	    1.508049
   575.905	2	0	    0	    0.856489	    0.785382	    0.802777	    1.988403	    1.435721	    1.961547	    2.143435	    1.583124	    1.756161	    0.330968	    0.247654	    0.242771	    1.836118	    1.487602	    1.591669	    2.177920	    1.480583	    1.431144	    2.128481	    1.537957	    1.503777
   575.960	2	0	    0	    0.857710	    0.787823	    0.807355	    1.993896	    1.444877	    1.959716	    2.135805	    1.580072	    1.781491	    0.330358	    0.247654	    0.243381	    1.842222	    1.498283	    1.582818	    2.184939	    1.501946	    1.432975	    2.129702	    1.544671	    1.512627
   576.015	2	0	    0	    0.860761	    0.786297	    0.810712	    1.990539	    1.450980	    1.975280	    2.166018	    1.575494	    1.775998	    0.330053	    0.246738	    0.243381	    1.832151	    1.506218	    1.598688	    2.178225	    1.509575	    1.436942	    2.133059	    1.559319	    1.524834
   576.070	2	0	    0	    0.859846	    0.784771	    0.804608	    1.992370	    1.454643	    1.979553	    2.153506	    1.570001	    1.747616	    0.331273	    0.247349	    0.242771	    1.836728	    1.508354	    1.601740	    2.198367	    1.510491	    1.433890	    2.137942	    1.549859	    1.513237
   576.125	2	0	    0	    0.851301	    0.778058	    0.797589	    1.984131	    1.437552	    1.953918	    2.128481	    1.555657	    1.747311	    0.327611	    0.243687	    0.239719	    1.826963	    1.488212	    1.571527	    2.169070	    1.485771	    1.412222	    2.102846	    1.531548	    1.486992
   576.180	2	0	    0	    0.849470	    0.776226	    0.793622	    1.976806	    1.426871	    1.943236	    2.122683	    1.560540	    1.736629	    0.327001	    0.243992	    0.240330	    1.815671	    1.478141	    1.564508	    2.154116	    1.491875	    1.403067	    2.099794	    1.526970	    1.483330
   576.235	2	0	    0	    0.847333	    0.776226	    0.797589	    1.977417	    1.430228	    1.948119	    2.115358	    1.555352	    1.737545	    0.327611	    0.245518	    0.240635	    1.815976	    1.475395	    1.568170	    2.156558	    1.488212	    1.411307	    2.093385	    1.520256	    1.484550
   576.290	2	0	    0	    0.850996	    0.778058	    0.795148	    1.970397	    1.436027	    1.946288	    2.130007	    1.563287	    1.723507	    0.329137	    0.246128	    0.240635	    1.806516	    1.481804	    1.557794	    2.151980	    1.473869	    1.415579	    2.097047	    1.523308	    1.486381
   576.345	2	0	    0	    0.853132	    0.778973	    0.795148	    1.979858	    1.430533	    1.953918	    2.127565	    1.556268	    1.720760	    0.330358	    0.245518	    0.240940	    1.815061	    1.479667	    1.573053	    2.167239	    1.478752	    1.399405	    2.098268	    1.518425	    1.480278
   576.400	2	0	    0	    0.854353	    0.778973	    0.801556	    1.972839	    1.434195	    1.953002	    2.118410	    1.564813	    1.745785	    0.331273	    0.246738	    0.241855	    1.817502	    1.478141	    1.574578	    2.158999	    1.485466	    1.413748	    2.096437	    1.520256	    1.474174
   576.455	2	0	    0	    0.853437	    0.778668	    0.801251	    1.985351	    1.439078	    1.956970	    2.143435	    1.545892	    1.749752	    0.329442	    0.246128	    0.241855	    1.827573	    1.487602	    1.568780	    2.166629	    1.487907	    1.402457	    2.082704	    1.517510	    1.467155
   576.510	2	0	    0	    0.856489	    0.782330	    0.804608	    1.987488	    1.442741	    1.956970	    2.126650	    1.565728	    1.757076	    0.329442	    0.246433	    0.242771	    1.827878	    1.492790	    1.574884	    2.150759	    1.480278	    1.425345	    2.086061	    1.517815	    1.480583
   576.565	2	0	    0	    0.860151	    0.784161	    0.800946	    1.984741	    1.436332	    1.966735	    2.148623	    1.576410	    1.733577	    0.330663	    0.245212	    0.242771	    1.826352	    1.489738	    1.579461	    2.169070	    1.486687	    1.420768	    2.097047	    1.513237	    1.481498
   576.620	2	0	    0	    0.856184	    0.787213	    0.808881	    1.996948	    1.441825	    1.967346	    2.133059	    1.574578	    1.759823	    0.330053	    0.247044	    0.242466	    1.835203	    1.489738	    1.582818	    2.182498	    1.497063	    1.436637	    2.096132	    1.523308	    1.490043
   576.675	2	0	    0	    0.860151	    0.789044	    0.810101	    2.000610	    1.454643	    1.979858	    2.156863	    1.595026	    1.775387	    0.330968	    0.246738	    0.243992	    1.840696	    1.504082	    1.593500	    2.171511	    1.503166	    1.442741	    2.109255	    1.523919	    1.499504
   576.730	2	0	    0	    0.860151	    0.785992	    0.803998	    2.002136	    1.452811	    1.974060	    2.136416	    1.577020	    1.743038	    0.329137	    0.246433	    0.243076	    1.840085	    1.501946	    1.592889	    2.183413	    1.497063	    1.430228	    2.102541	    1.518730	    1.489128
   576.785	2	0	    0	    0.850996	    0.776226	    0.796979	    1.978027	    1.436332	    1.954223	    2.123903	    1.563592	    1.738460	    0.326390	    0.243687	    0.238804	    1.804074	    1.477531	    1.569696	    2.148013	    1.466850	    1.408865	    2.061646	    1.499504	    1.461967
   576.840	2	0	    0	    0.850080	    0.779583	    0.797589	    1.974670	    1.433890	    1.953002	    2.126345	    1.562371	    1.722591	    0.325780	    0.243076	    0.238499	    1.807126	    1.467460	    1.565423	    2.125734	    1.469291	    1.396658	    2.057374	    1.490043	    1.452201
   576.895	2	0	    0	    0.850080	    0.776837	    0.798505	    1.975891	    1.434501	    1.947204	    2.117189	    1.553826	    1.727779	    0.327001	    0.245212	    0.240330	    1.809262	    1.472038	    1.563287	    2.126955	    1.477226	    1.396353	    2.060426	    1.497368	    1.453422
   576.950	2	0	    0	    0.850996	    0.779583	    0.799420	    1.981689	    1.438773	    1.950866	    2.102846	    1.553216	    1.731746	    0.327611	    0.246128	    0.241855	    1.808652	    1.473869	    1.561151	    2.140993	    1.470512	    1.397269	    2.052491	    1.500725	    1.457084
   577.005	2	0	    0	    0.850996	    0.781720	    0.798810	    1.981689	    1.432364	    1.955749	    2.115969	    1.538262	    1.744869	    0.327001	    0.246128	    0.240635	    1.813840	    1.473259	    1.570611	    2.144350	    1.477531	    1.406119	    2.056458	    1.491264	    1.455863
   577.060	2	0	    0	    0.855573	    0.782940	    0.802472	    1.982910	    1.439384	    1.956970	    2.117189	    1.562676	    1.736934	    0.328527	    0.246433	    0.241855	    1.808957	    1.480583	    1.566339	    2.140993	    1.471427	    1.399710	    2.061952	    1.495842	    1.455863
   577.115	2	0	    0	    0.855268	    0.785687	    0.805219	    1.989624	    1.439689	    1.956359	    2.120241	    1.570611	    1.745174	    0.329137	    0.246128	    0.243992	    1.823911	    1.478752	    1.573968	    2.147097	    1.479973	    1.422293	    2.068055	    1.501030	    1.463798
   577.170	2	0	    0	    0.856489	    0.784466	    0.806134	    1.987488	    1.440909	    1.957885	    2.131533	    1.568780	    1.748836	    0.330358	    0.247044	    0.242466	    1.822385	    1.483330	    1.570001	    2.158389	    1.492180	    1.419852	    2.084840	    1.513237	    1.479057
   577.225	2	0	    0	    0.859236	    0.787823	    0.805829	    1.986877	    1.450370	    1.975891	    2.143435	    1.567559	    1.755550	    0.330358	    0.247349	    0.242771	    1.822995	    1.497978	    1.587701	    2.163882	    1.500420	    1.432975	    2.099794	    1.521172	    1.487297
   577.280	2	0	    0	    0.862898	    0.790570	    0.811017	    1.998779	    1.447623	    1.975586	    2.148318	    1.594110	    1.761959	    0.329442	    0.246433	    0.241855	    1.834287	    1.486992	    1.590753	    2.182803	    1.503166	    1.431144	    2.104372	    1.532158	    1.491264
   577.335	2	0	    0	    0.863508	    0.792096	    0.812238	    2.007019	    1.450980	    1.982910	    2.155337	    1.588617	    1.776608	    0.329442	    0.248264	    0.242771	    1.844968	    1.497063	    1.594415	    2.192264	    1.511101	    1.437247	    2.113527	    1.542840	    1.501030
   577.390	2	0	    0	    0.860151	    0.789654	    0.809796	    2.009155	    1.455253	    1.986267	    2.151064	    1.600824	    1.752499	    0.328832	    0.246738	    0.243381	    1.846189	    1.503471	    1.601434	    2.197147	    1.517815	    1.443046	    2.121157	    1.550774	    1.506828
   577.445	2	0	    0	    0.853742	    0.779278	    0.801556	    1.998779	    1.447929	    1.967041	    2.123598	    1.565423	    1.748836	    0.326085	    0.243992	    0.240940	    1.832761	    1.493706	    1.575799	    2.153811	    1.486381	    1.418936	    2.095827	    1.522087	    1.488518
   577.500	2	0	    0	    0.849470	    0.776226	    0.795758	    1.971313	    1.436942	    1.956359	    2.112306	    1.551080	    1.726253	    0.325475	    0.242771	    0.238499	    1.802548	    1.472343	    1.560845	    2.128481	    1.462882	    1.408560	    2.081788	    1.506828	    1.475395
   577.555	2	0	    0	    0.850080	    0.774395	    0.799725	    1.983520	    1.434501	    1.952087	    2.124819	    1.549859	    1.725948	    0.327001	    0.244602	    0.240940	    1.809567	    1.473259	    1.553826	    2.157168	    1.474479	    1.388724	    2.077821	    1.513542	    1.468681
   577.610	2	0	    0	    0.850996	    0.775921	    0.799420	    1.978637	    1.435721	    1.945373	    2.107729	    1.539178	    1.722286	    0.328527	    0.244907	    0.240635	    1.806516	    1.472648	    1.554131	    2.137942	    1.479362	    1.395438	    2.081788	    1.507439	    1.471427
   577.665	2	0	    0	    0.851301	    0.778973	    0.801556	    1.977417	    1.434806	    1.950866	    2.109560	    1.544060	    1.735714	    0.329747	    0.246128	    0.241550	    1.804685	    1.472038	    1.559014	    2.138552	    1.480888	    1.409781	    2.091249	    1.511406	    1.479973
   577.720	2	0	    0	    0.852522	    0.780499	    0.799115	    1.974975	    1.440909	    1.955444	    2.123598	    1.550164	    1.725643	    0.328222	    0.246433	    0.241550	    1.813840	    1.473564	    1.562371	    2.155337	    1.485771	    1.405203	    2.077821	    1.515068	    1.478447
   577.775	2	0	    0	    0.851301	    0.781415	    0.801251	    1.984436	    1.436637	    1.959411	    2.114748	    1.548943	    1.744564	    0.330053	    0.245212	    0.242466	    1.810788	    1.478141	    1.568780	    2.139162	    1.465934	    1.413443	    2.093080	    1.515984	    1.479057
   577.830	2	0	    0	    0.853132	    0.784161	    0.806134	    1.991150	    1.441215	    1.960632	    2.122377	    1.560845	    1.749447	    0.329442	    0.247349	    0.242466	    1.817197	    1.482414	    1.565118	    2.174563	    1.485771	    1.418631	    2.097963	    1.522698	    1.481804
   577.885	2	0	    0	    0.859541	    0.784771	    0.807660	    1.984436	    1.447623	    1.964599	    2.136110	    1.560235	    1.743954	    0.330358	    0.247349	    0.243992	    1.815976	    1.491875	    1.572137	    2.171817	    1.494316	    1.414359	    2.105287	    1.530022	    1.495232
   577.940	2	0	    0	    0.859541	    0.789349	    0.810407	    1.986877	    1.449454	    1.978637	    2.155642	    1.569085	    1.759213	    0.329137	    0.248264	    0.243687	    1.820249	    1.493095	    1.578241	    2.180667	    1.497368	    1.429923	    2.109865	    1.531243	    1.498894
   577.995	2	0	    0	    0.861982	    0.790875	    0.811933	    1.996033	    1.454337	    1.979553	    2.149233	    1.571832	    1.770199	    0.330968	    0.247349	    0.241855	    1.828489	    1.490043	    1.587091	    2.184024	    1.493400	    1.429007	    2.119936	    1.536736	    1.502251
   578.050	2	0	    0	    0.863203	    0.795148	    0.817731	    2.002747	    1.453422	    1.985046	    2.156252	    1.585565	    1.772641	    0.328527	    0.247044	    0.243381	    1.830625	    1.493400	    1.582513	    2.183719	    1.517205	    1.446708	    2.122683	    1.545892	    1.513542
   578.105	2	0	    0	    0.861677	    0.791485	    0.812543	    2.010986	    1.464408	    1.992065	    2.155947	    1.582513	    1.762875	    0.329747	    0.247654	    0.244297	    1.845579	    1.503471	    1.600214	    2.177310	    1.522087	    1.444877	    2.125429	    1.545586	    1.505913
   578.160	2	0	    0	    0.854963	    0.778363	    0.798199	    1.995117	    1.451286	    1.971923	    2.115358	    1.551080	    1.732052	    0.325780	    0.243687	    0.239414	    1.817197	    1.487907	    1.575189	    2.136110	    1.475395	    1.416800	    2.085756	    1.515068	    1.475090
   578.215	2	0	    0	    0.847639	    0.778973	    0.799115	    1.972534	    1.437247	    1.949645	    2.106813	    1.540093	    1.724117	    0.324254	    0.243381	    0.240330	    1.801938	    1.471427	    1.552605	    2.124819	    1.451896	    1.396963	    2.080568	    1.505913	    1.467765
   578.270	2	0	    0	    0.847333	    0.779889	    0.798810	    1.967651	    1.436637	    1.942931	    2.112001	    1.538872	    1.718624	    0.325170	    0.244297	    0.239719	    1.795529	    1.465324	    1.544366	    2.125734	    1.466239	    1.412222	    2.065919	    1.500420	    1.463798
   578.325	2	0	    0	    0.846418	    0.778058	    0.797284	    1.969482	    1.434806	    1.949950	    2.100404	    1.545586	    1.715267	    0.327001	    0.244297	    0.242161	    1.794919	    1.463798	    1.550164	    2.119631	    1.467155	    1.390555	    2.069276	    1.502556	    1.467155
   578.380	2	0	    0	    0.851606	    0.779278	    0.798810	    1.974060	    1.437247	    1.953613	    2.108339	    1.523308	    1.722591	    0.326390	    0.245518	    0.243076	    1.804074	    1.468070	    1.555962	    2.118715	    1.457389	    1.403067	    2.067445	    1.497063	    1.471427
   578.435	2	0	    0	    0.853132	    0.783551	    0.802472	    1.974060	    1.436942	    1.958495	    2.096437	    1.548333	    1.726864	    0.327916	    0.247044	    0.243076	    1.804074	    1.470817	    1.554131	    2.122377	    1.476310	    1.397269	    2.069886	    1.501335	    1.461357
   578.490	2	0	    0	    0.854353	    0.784466	    0.800946	    1.980774	    1.438773	    1.954833	    2.119936	    1.550469	    1.728389	    0.327916	    0.247654	    0.242161	    1.804074	    1.474784	    1.560235	    2.146487	    1.461967	    1.409476	    2.065919	    1.503777	    1.464103
   578.545	2	0	    0	    0.856184	    0.784771	    0.805524	    1.985962	    1.441520	    1.959106	    2.114443	    1.549248	    1.739376	    0.329137	    0.246433	    0.243687	    1.817197	    1.473564	    1.569085	    2.137636	    1.477531	    1.416495	    2.067140	    1.500114	    1.466850
   578.600	2	0	    0	    0.853742	    0.787823	    0.811933	    1.986572	    1.448844	    1.963684	    2.128786	    1.566949	    1.729610	    0.327306	    0.246738	    0.242466	    1.817502	    1.487297	    1.573358	    2.145571	    1.482109	    1.414359	    2.068971	    1.506523	    1.466850
   578.655	2	0	    0	    0.858625	    0.790875	    0.809491	    1.983825	    1.450370	    1.971313	    2.148623	    1.577020	    1.747921	    0.327611	    0.247654	    0.243076	    1.819944	    1.483024	    1.578241	    2.149538	    1.475395	    1.415579	    2.079042	    1.514458	    1.477226
   578.710	2	0	    0	    0.858625	    0.792401	    0.811933	    1.991150	    1.452201	    1.981689	    2.139467	    1.581292	    1.757382	    0.330358	    0.248264	    0.242771	    1.824521	    1.487907	    1.584955	    2.174563	    1.485466	    1.420768	    2.079957	    1.513848	    1.475090
   578.765	2	0	    0	    0.863508	    0.796063	    0.818341	    1.999390	    1.457389	    1.983825	    2.173037	    1.580072	    1.778744	    0.326696	    0.247654	    0.243381	    1.832151	    1.501640	    1.585260	    2.167239	    1.504997	    1.449454	    2.078737	    1.517205	    1.484550
   578.820	2	0	    0	    0.857404	    0.784466	    0.807355	    1.992676	    1.451591	    1.982910	    2.123903	    1.558404	    1.736019	    0.325780	    0.246128	    0.240940	    1.832151	    1.491264	    1.589532	    2.151369	    1.490043	    1.414359	    2.064393	    1.503777	    1.461967
   578.875	2	0	    0	    0.848249	    0.778668	    0.798199	    1.978027	    1.436027	    1.963989	    2.106813	    1.541314	    1.715267	    0.321813	    0.242771	    0.239414	    1.809873	    1.464408	    1.563287	    2.116579	    1.464408	    1.387808	    2.030213	    1.479973	    1.436637
   578.930	2	0	    0	    0.849775	    0.780499	    0.800336	    1.974365	    1.435416	    1.955138	    2.114443	    1.537346	    1.714656	    0.322423	    0.242161	    0.238804	    1.796139	    1.466239	    1.554742	    2.108644	    1.456779	    1.387503	    2.017090	    1.469596	    1.431449
   578.985	2	0	    0	    0.848249	    0.778973	    0.800336	    1.979248	    1.432670	    1.950561	    2.100404	    1.532464	    1.703670	    0.323644	    0.243992	    0.239719	    1.804685	    1.459831	    1.542840	    2.115053	    1.450675	    1.379568	    2.017090	    1.462577	    1.428702
   579.040	2	0	    0	    0.850080	    0.778363	    0.803693	    1.971008	    1.436942	    1.945678	    2.097963	    1.547723	    1.711604	    0.324559	    0.244297	    0.240940	    1.796445	    1.464714	    1.547417	    2.111696	    1.453727	    1.384756	    2.015259	    1.467765	    1.428092
   579.095	2	0	    0	    0.850080	    0.783856	    0.803388	    1.971008	    1.439384	    1.958801	    2.114748	    1.544366	    1.714351	    0.324559	    0.243687	    0.240940	    1.799191	    1.469291	    1.556878	    2.106203	    1.459831	    1.384756	    2.014038	    1.468986	    1.432975
   579.150	2	0	    0	    0.853437	    0.782025	    0.802777	    1.978332	    1.439078	    1.959411	    2.128786	    1.543450	    1.729915	    0.326696	    0.245212	    0.240635	    1.805905	    1.468376	    1.563897	    2.119020	    1.451591	    1.389029	    2.006409	    1.464714	    1.424125
   579.205	2	0	    0	    0.855879	    0.784771	    0.805829	    1.983825	    1.439078	    1.959411	    2.122683	    1.549859	    1.720760	    0.326390	    0.244907	    0.239719	    1.820249	    1.473564	    1.562982	    2.121462	    1.461357	    1.394217	    2.013123	    1.466239	    1.426871
   579.260	2	0	    0	    0.854658	    0.787518	    0.809796	    1.989929	    1.444572	    1.962463	    2.129091	    1.550774	    1.736934	    0.326696	    0.245518	    0.240330	    1.823301	    1.480278	    1.570916	    2.133974	    1.472953	    1.413443	    2.016480	    1.473259	    1.434806
   579.315	2	0	    0	    0.860151	    0.788434	    0.809491	    1.989624	    1.454337	    1.972534	    2.145266	    1.578851	    1.736934	    0.324865	    0.245823	    0.241245	    1.828794	    1.488212	    1.578241	    2.124819	    1.476616	    1.400320	    2.027161	    1.477836	    1.445792
   579.370	2	0	    0	    0.860456	    0.793011	    0.814374	    1.992981	    1.454032	    1.973144	    2.158083	    1.578241	    1.765621	    0.325780	    0.246433	    0.241245	    1.832151	    1.492180	    1.580072	    2.146487	    1.477836	    1.423819	    2.042420	    1.485771	    1.455253
   579.425	2	0	    0	    0.860761	    0.792706	    0.816815	    1.992065	    1.456168	    1.977417	    2.162356	    1.577630	    1.769894	    0.326390	    0.246433	    0.242161	    1.835508	    1.497368	    1.585260	    2.158999	    1.489433	    1.428702	    2.058900	    1.494926	    1.466545
   579.480	2	0	    0	    0.860456	    0.795453	    0.819562	    2.006714	    1.461662	    1.991455	    2.155947	    1.590753	    1.775387	    0.325780	    0.246738	    0.242161	    1.844968	    1.503166	    1.602045	    2.178836	    1.503777	    1.423819	    2.069886	    1.508354	    1.472038
   579.535	2	0	    0	    0.854658	    0.785382	    0.805524	    1.993591	    1.457389	    1.976501	    2.131533	    1.552605	    1.747616	    0.322423	    0.243687	    0.240635	    1.827268	    1.495842	    1.579156	    2.128786	    1.482719	    1.411002	    2.031739	    1.487602	    1.454337
